contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,ticker,spot_price,historical_volatility,dividend_yield,expiry,days_to_expiry,time_to_maturity,moneyness,mid_price,market_price,bid_ask_spread,distance_from_atm,r,iv_used,iv_source,option_type_std,moneyness_label,intrinsic_value,time_value,eep_candidate,company_name,sector,data_as_of
AAPL260522C00245000,2026-04-30 16:34:15+00:00,245.0,30.14,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.9028929223850338,0.0,30.14,0.0,0.0971070776149661,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,26.350006103515625,3.7899938964843756,False,Apple Inc.,Technology,2026-05-01
AAPL260522C00300000,2026-04-30 19:59:59+00:00,300.0,1.0,0.0,0.0,0.0,0.0,819.0,0,0.062509375,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.1055831702673884,0.0,1.0,0.0,0.1055831702673884,0.035850000381469724,0.062509375,market_iv,call,ITM,0.0,1.0,False,Apple Inc.,Technology,2026-05-01
AAPL260522C00240000,2026-04-30 19:36:36+00:00,240.0,34.95,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.8844665362139107,0.0,34.95,0.0,0.1155334637860893,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,31.350006103515625,3.599993896484378,False,Apple Inc.,Technology,2026-05-01
AAPL260522C00305000,2026-04-30 19:59:49+00:00,305.0,0.69,0.0,0.0,0.0,0.0,525.0,0,0.12500875,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.1240095564385115,0.0,0.69,0.0,0.1240095564385115,0.035850000381469724,0.12500875,market_iv,call,ITM,0.0,0.69,False,Apple Inc.,Technology,2026-05-01
AAPL260522C00235000,2026-04-30 19:50:05+00:00,235.0,41.0,0.0,0.0,0.0,0.0,26.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.8660401500427876,0.0,41.0,0.0,0.1339598499572124,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,36.350006103515625,4.649993896484375,False,Apple Inc.,Technology,2026-05-01
AAPL260522C00310000,2026-04-30 19:59:17+00:00,310.0,0.43,0.0,0.0,0.0,0.0,217.0,0,0.12500875,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.1424359426096349,0.0,0.43,0.0,0.1424359426096346,0.035850000381469724,0.12500875,market_iv,call,ITM,0.0,0.43,False,Apple Inc.,Technology,2026-05-01
AAPL260522P00270000,2026-04-30 19:59:20+00:00,270.0,7.16,0.0,0.0,0.0,0.0,671.0,0,0.007822421875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.9950248532406496,0.0,7.16,0.0,0.0049751467593504,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,ATM,0.0,7.16,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00275000,2026-04-30 19:52:10+00:00,275.0,7.89,0.0,0.0,0.0,0.0,131.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.0134512394117727,0.0,7.89,0.0,0.0134512394117727,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,ATM,3.649993896484375,4.240006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00265000,2026-04-30 19:59:55+00:00,265.0,5.16,0.0,0.0,0.0,0.0,338.0,0,0.0312596875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.9765984670695264,0.0,5.16,0.0,0.0234015329304735,0.035850000381469724,0.0312596875,market_iv,put,ATM,0.0,5.16,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00280000,2026-04-30 19:21:18+00:00,280.0,11.06,0.0,0.0,0.0,0.0,13.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.031877625582896,0.0,11.06,0.0,0.0318776255828958,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,8.649993896484375,2.4100061035156255,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00260000,2026-04-30 19:58:03+00:00,260.0,3.9,0.0,0.0,0.0,0.0,159.0,0,0.0312596875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.9581720808984032,0.0,3.9,0.0,0.0418279191015966,0.035850000381469724,0.0312596875,market_iv,put,ITM,0.0,3.9,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00285000,2026-04-30 18:55:48+00:00,285.0,15.0,0.0,0.0,0.0,0.0,300.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.050304011754019,0.0,15.0,0.0,0.0503040117540189,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,13.649993896484375,1.350006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00255000,2026-04-30 19:59:13+00:00,255.0,2.51,0.0,0.0,0.0,0.0,276.0,0,0.062509375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.9397456947272802,0.0,2.51,0.0,0.0602543052727198,0.035850000381469724,0.062509375,market_iv,put,ITM,0.0,2.51,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00290000,2026-04-28 14:43:08+00:00,290.0,20.55,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.068730397925142,0.0,20.55,0.0,0.0687303979251421,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,18.649993896484375,1.9000061035156257,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00250000,2026-04-30 19:59:24+00:00,250.0,1.73,0.0,0.0,0.0,0.0,695.0,0,0.062509375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.921319308556157,0.0,1.73,0.0,0.078680691443843,0.035850000381469724,0.062509375,market_iv,put,ITM,0.0,1.73,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00245000,2026-04-30 19:58:15+00:00,245.0,1.35,0.0,0.0,0.0,0.0,401.0,0,0.12500875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.9028929223850338,0.0,1.35,0.0,0.0971070776149661,0.035850000381469724,0.12500875,market_iv,put,ITM,0.0,1.35,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00300000,2026-04-27 18:42:23+00:00,300.0,34.0,0.0,0.0,0.0,0.0,5.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.1055831702673884,0.0,34.0,0.0,0.1055831702673884,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,28.649993896484375,5.350006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00240000,2026-04-30 19:57:53+00:00,240.0,0.96,0.0,0.0,0.0,0.0,259.0,0,0.12500875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.8844665362139107,0.0,0.96,0.0,0.1155334637860893,0.035850000381469724,0.12500875,market_iv,put,ITM,0.0,0.96,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00305000,2026-04-24 13:59:40+00:00,305.0,33.75,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,1.1240095564385115,0.0,33.75,0.0,0.1240095564385115,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,33.649993896484375,0.100006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260522P00235000,2026-04-30 19:55:00+00:00,235.0,0.58,0.0,0.0,0.0,0.0,440.0,0,0.12500875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-22,21,0.0575342465753424,0.8660401500427876,0.0,0.58,0.0,0.1339598499572124,0.035850000381469724,0.12500875,market_iv,put,ITM,0.0,0.58,True,Apple Inc.,Technology,2026-05-01
AAPL260529C00270000,2026-04-30 19:59:20+00:00,270.0,9.85,0.0,0.0,0.0,0.0,384.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9950248532406496,0.0,9.85,0.0,0.0049751467593504,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,ATM,1.350006103515625,8.499993896484375,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00275000,2026-04-30 19:59:59+00:00,275.0,7.28,0.0,0.0,0.0,0.0,825.0,0,0.01563484375,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.0134512394117727,0.0,7.28,0.0,0.0134512394117727,0.035850000381469724,0.01563484375,market_iv,call,ATM,0.0,7.28,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00265000,2026-04-30 19:58:53+00:00,265.0,12.5,0.0,0.0,0.0,0.0,1091.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9765984670695264,0.0,12.5,0.0,0.0234015329304735,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,ATM,6.350006103515625,6.149993896484375,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00280000,2026-04-30 19:59:59+00:00,280.0,5.25,0.0,0.0,0.0,0.0,691.0,0,0.0312596875,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.031877625582896,0.0,5.25,0.0,0.0318776255828958,0.035850000381469724,0.0312596875,market_iv,call,ITM,0.0,5.25,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00260000,2026-04-30 19:54:50+00:00,260.0,17.1,0.0,0.0,0.0,0.0,213.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9581720808984032,0.0,17.1,0.0,0.0418279191015966,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,11.350006103515625,5.749993896484376,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00285000,2026-04-30 19:59:44+00:00,285.0,3.9,0.0,0.0,0.0,0.0,612.0,0,0.0312596875,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.050304011754019,0.0,3.9,0.0,0.0503040117540189,0.035850000381469724,0.0312596875,market_iv,call,ITM,0.0,3.9,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00255000,2026-04-30 19:55:20+00:00,255.0,20.5,0.0,0.0,0.0,0.0,47.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9397456947272802,0.0,20.5,0.0,0.0602543052727198,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,16.350006103515625,4.149993896484375,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00290000,2026-04-30 19:59:58+00:00,290.0,2.63,0.0,0.0,0.0,0.0,687.0,0,0.062509375,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.068730397925142,0.0,2.63,0.0,0.0687303979251421,0.035850000381469724,0.062509375,market_iv,call,ITM,0.0,2.63,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00250000,2026-04-30 18:54:46+00:00,250.0,25.45,0.0,0.0,0.0,0.0,6.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.921319308556157,0.0,25.45,0.0,0.078680691443843,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,21.350006103515625,4.099993896484374,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00295000,2026-04-30 19:58:36+00:00,295.0,1.7,0.0,0.0,0.0,0.0,205.0,0,0.062509375,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.0871567840962653,0.0,1.7,0.0,0.0871567840962652,0.035850000381469724,0.062509375,market_iv,call,ITM,0.0,1.7,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00245000,2026-04-28 13:30:02+00:00,245.0,29.44,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9028929223850338,0.0,29.44,0.0,0.0971070776149661,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,26.350006103515625,3.0899938964843763,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00300000,2026-04-30 19:59:57+00:00,300.0,1.4,0.0,0.0,0.0,0.0,3085.0,0,0.062509375,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.1055831702673884,0.0,1.4,0.0,0.1055831702673884,0.035850000381469724,0.062509375,market_iv,call,ITM,0.0,1.4,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00240000,2026-04-30 19:59:51+00:00,240.0,34.0,0.0,0.0,0.0,0.0,23.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.8844665362139107,0.0,34.0,0.0,0.1155334637860893,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,31.350006103515625,2.649993896484375,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00305000,2026-04-30 19:58:34+00:00,305.0,0.85,0.0,0.0,0.0,0.0,671.0,0,0.062509375,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.1240095564385115,0.0,0.85,0.0,0.1240095564385115,0.035850000381469724,0.062509375,market_iv,call,ITM,0.0,0.85,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00235000,2026-04-30 19:06:44+00:00,235.0,39.91,0.0,0.0,0.0,0.0,26.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.8660401500427876,0.0,39.91,0.0,0.1339598499572124,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,OTM,36.350006103515625,3.5599938964843716,False,Apple Inc.,Technology,2026-05-01
AAPL260529C00310000,2026-04-30 19:56:34+00:00,310.0,0.6,0.0,0.0,0.0,0.0,655.0,0,0.12500875,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.1424359426096349,0.0,0.6,0.0,0.1424359426096346,0.035850000381469724,0.12500875,market_iv,call,ITM,0.0,0.6,False,Apple Inc.,Technology,2026-05-01
AAPL260529P00270000,2026-04-30 19:59:59+00:00,270.0,8.0,0.0,0.0,0.0,0.0,437.0,0,0.0039162109375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9950248532406496,0.0,8.0,0.0,0.0049751467593504,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,ATM,0.0,8.0,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00275000,2026-04-30 19:58:59+00:00,275.0,10.67,0.0,0.0,0.0,0.0,495.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.0134512394117727,0.0,10.67,0.0,0.0134512394117727,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,ATM,3.649993896484375,7.020006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00265000,2026-04-30 19:59:57+00:00,265.0,5.8,0.0,0.0,0.0,0.0,129.0,0,0.01563484375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9765984670695264,0.0,5.8,0.0,0.0234015329304735,0.035850000381469724,0.01563484375,market_iv,put,ATM,0.0,5.8,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00280000,2026-04-30 19:58:59+00:00,280.0,13.84,0.0,0.0,0.0,0.0,211.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.031877625582896,0.0,13.84,0.0,0.0318776255828958,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,8.649993896484375,5.190006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00260000,2026-04-30 19:59:15+00:00,260.0,4.18,0.0,0.0,0.0,0.0,249.0,0,0.0312596875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9581720808984032,0.0,4.18,0.0,0.0418279191015966,0.035850000381469724,0.0312596875,market_iv,put,ITM,0.0,4.18,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00285000,2026-04-30 19:55:03+00:00,285.0,15.65,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.050304011754019,0.0,15.65,0.0,0.0503040117540189,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,13.649993896484375,2.0000061035156254,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00255000,2026-04-30 19:59:53+00:00,255.0,3.05,0.0,0.0,0.0,0.0,321.0,0,0.062509375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9397456947272802,0.0,3.05,0.0,0.0602543052727198,0.035850000381469724,0.062509375,market_iv,put,ITM,0.0,3.05,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00290000,2026-04-30 19:45:37+00:00,290.0,18.12,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.068730397925142,0.0,18.12,0.0,0.0687303979251421,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,18.649993896484375,0.0,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00250000,2026-04-30 19:59:56+00:00,250.0,2.23,0.0,0.0,0.0,0.0,589.0,0,0.062509375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.921319308556157,0.0,2.23,0.0,0.078680691443843,0.035850000381469724,0.062509375,market_iv,put,ITM,0.0,2.23,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00245000,2026-04-30 19:57:34+00:00,245.0,1.58,0.0,0.0,0.0,0.0,247.0,0,0.062509375,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.9028929223850338,0.0,1.58,0.0,0.0971070776149661,0.035850000381469724,0.062509375,market_iv,put,ITM,0.0,1.58,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00240000,2026-04-30 19:59:33+00:00,240.0,1.15,0.0,0.0,0.0,0.0,205.0,0,0.12500875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.8844665362139107,0.0,1.15,0.0,0.1155334637860893,0.035850000381469724,0.12500875,market_iv,put,ITM,0.0,1.15,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00235000,2026-04-30 19:55:00+00:00,235.0,0.82,0.0,0.0,0.0,0.0,283.0,0,0.12500875,False,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,0.8660401500427876,0.0,0.82,0.0,0.1339598499572124,0.035850000381469724,0.12500875,market_iv,put,ITM,0.0,0.82,True,Apple Inc.,Technology,2026-05-01
AAPL260529P00310000,2026-04-27 19:50:02+00:00,310.0,42.0,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000004e-05,True,REGULAR,USD,Put,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-05-29,28,0.0767123287671232,1.1424359426096349,0.0,42.0,0.0,0.1424359426096346,0.035850000381469724,0.2339447408966455,hist_vol_fallback,put,OTM,38.649993896484375,3.350006103515625,True,Apple Inc.,Technology,2026-05-01
AAPL260605C00270000,2026-04-30 19:59:29+00:00,270.0,10.7,0.0,0.0,0.0,0.0,2566.0,0,1.0000000000000004e-05,True,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-06-05,35,0.0958904109589041,0.9950248532406496,0.0,10.7,0.0,0.0049751467593504,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,ATM,1.350006103515625,9.349993896484374,False,Apple Inc.,Technology,2026-05-01
AAPL260605C00275000,2026-04-30 19:58:17+00:00,275.0,7.8,0.0,0.0,0.0,0.0,412.0,0,0.007822421875,False,REGULAR,USD,Call,AAPL,271.3500061035156,0.2339447408966455,0.0038326883235936,2026-06-05,35,0.0958904109589041,1.0134512394117727,0.0,7.8,0.0,0.0134512394117727,0.035850000381469724,0.2339447408966455,hist_vol_fallback,call,ATM,0.0,7.8,False,Apple Inc.,Technology,2026-05-01
